CO2 Emissions(g/km),Engine_Size_log,Fuel_City_log,Fuel_Hwy_log,Fuel_Comb_log,Cylinders_3,Cylinders_4,Cylinders_5,Cylinders_6,Cylinders_8,Cylinders_10,Cylinders_12,Cylinders_16
253,1.386294361,2.610069793,2.312535424,2.48490665,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
255,1.386294361,2.63188884,2.282382386,2.493205453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
320,1.686398954,2.850706502,2.4765384,2.701361213,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
370,1.686398954,2.949688335,2.687847494,2.839078464,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
274,1.386294361,2.681021529,2.379546134,2.557227311,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
324,1.686398954,2.856470206,2.509599262,2.714694744,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
209,1.098612289,2.468099531,2.091864062,2.312535424,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.098612289,2.433613355,2.041220329,2.272125886,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,1.386294361,2.687847494,2.406945108,2.57261223,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,1.386294361,2.617395833,2.302585093,2.48490665,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
278,1.386294361,2.687847494,2.406945108,2.57261223,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
228,1.098612289,2.525728644,2.186051277,2.388762789,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,1.098612289,2.533696814,2.140066163,2.379546134,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,1.098612289,2.587764035,2.272125886,2.459588842,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,1.098612289,2.525728644,2.186051277,2.388762789,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,1.098612289,2.533696814,2.140066163,2.379546134,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,1.098612289,2.509599262,2.140066163,2.360854001,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,1.098612289,2.57261223,2.186051277,2.415913778,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,1.098612289,2.549445171,2.208274414,2.406945108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,1.098612289,2.557227311,2.186051277,2.406945108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,1.098612289,2.610069793,2.251291799,2.468099531,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,1.526056303,2.778819272,2.388762789,2.624668592,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
382,1.974081026,3.0301337,2.63188884,2.867898902,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
340,1.974081026,2.87356464,2.602689685,2.76000994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
382,1.974081026,3.0301337,2.63188884,2.867898902,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
340,1.974081026,2.87356464,2.602689685,2.76000994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
382,1.974081026,3.0301337,2.63188884,2.867898902,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
340,1.974081026,2.87356464,2.602689685,2.76000994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
338,1.974081026,2.890371758,2.549445171,2.753660712,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
377,1.974081026,2.985681938,2.667228207,2.856470206,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
290,1.526056303,2.76000994,2.379546134,2.610069793,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
294,1.974081026,2.791165108,2.379546134,2.624668592,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1.974081026,2.772588722,2.388762789,2.617395833,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
